1 2 -185.237
1 3 3.81221
1 4 3.35195
1 5 0.385853
1 6 -0.875398
1 7 0.56209
1 8 0.18623
1 9 -0.373694
1 10 0.194243
1 11 -0.0212414
1 12 -0.0788114
1 13 0.0975518
1 14 -0.0570947
1 15 0.00258446
1 16 0.0441844
2 3 -153.05
2 4 2.84675
2 5 2.5568
2 6 0.257761
2 7 -0.897126
2 8 0.249914
2 9 0.168177
2 10 -0.391397
2 11 0.255472
2 12 -0.0384373
2 13 -0.0905159
2 14 0.103895
2 15 -0.0648402
2 16 -0.0175946
3 4 -166.448
3 5 0.819177
3 6 1.45901
3 7 1.1521
3 8 -1.05097
3 9 0.686584
3 10 0.00376412
3 11 -0.399272
3 12 0.247925
3 13 -0.0582065
3 14 -0.104052
3 15 0.133456
3 16 -0.0604865
4 5 -183.42
4 6 1.17901
4 7 2.58061
4 8 -0.474687
4 9 -1.62325
4 10 0.34601
4 11 0.139828
4 12 -0.359895
4 13 0.181765
4 14 -0.035255
4 15 -0.0849251
4 16 0.0827943
5 6 -153.346
5 7 6.99864
5 8 1.10142
5 9 0.789418
5 10 -1.60025
5 11 0.804879
5 12 0.150479
5 13 -0.400367
5 14 0.212718
5 15 -0.0136617
5 16 -0.110229
6 7 -184.484
6 8 0.240617
6 9 6.98318
6 10 -0.155865
6 11 -1.80291
6 12 0.830813
6 13 0.0248264
6 14 -0.405277
6 15 0.333478
6 16 -0.0549782
7 8 -153.734
7 9 -5.24247
7 10 1.27356
7 11 0.60547
7 12 -1.27769
7 13 0.308343
7 14 0.103756
7 15 -0.329507
7 16 0.117385
8 9 -126.243
8 10 -9.79535
8 11 10.489
8 12 -0.311077
8 13 -1.94678
8 14 0.664729
8 15 0.0547329
8 16 -0.38846
9 10 -185.235
9 11 3.81226
9 12 3.35183
9 13 0.385952
9 14 -0.875377
9 15 0.562053
9 16 0.186192
10 11 -153.05
10 12 2.84598
10 13 2.55682
10 14 0.257795
10 15 -0.897136
10 16 0.249927
11 12 -166.454
11 13 0.81917
11 14 1.45924
11 15 1.15197
11 16 -1.05104
12 13 -183.42
12 14 1.17948
12 15 2.58022
12 16 -0.4748
13 14 -153.349
13 15 6.99832
13 16 1.10137
14 15 -184.484
14 16 0.239953
15 16 -153.741
