1 2 198.484
1 3 -0.492608
1 4 3.31073
1 5 9.83104
1 6 1.4104
1 7 -8.68922e-05
1 8 -2.02839
1 9 0.5338
1 10 0.932816
1 11 -0.173476
1 12 0.0485245
1 13 0.4515
1 14 0.0321269
1 15 -0.0119522
1 16 -0.224088
2 3 197.776
2 4 -3.49004
2 5 0.150745
2 6 9.32834
2 7 1.2439
2 8 1.35127
2 9 1.38168
2 10 0.469646
2 11 0.874992
2 12 0.312471
2 13 0.100331
2 14 0.466644
2 15 -0.013749
2 16 0.0809944
3 4 -189.741
3 5 -1.54635
3 6 2.80706
3 7 10.5137
3 8 0.937575
3 9 -1.7639
3 10 0.991542
3 11 0.820582
3 12 -0.882776
3 13 0.133033
3 14 0.175528
3 15 0.449889
3 16 0.0186156
4 5 204.061
4 6 2.64233
4 7 -6.70717
4 8 -11.9822
4 9 1.40737
4 10 2.98775
4 11 -1.20523
4 12 0.0718978
4 13 1.05451
4 14 -0.241552
4 15 -0.100071
4 16 -0.518345
5 6 205.359
5 7 -6.66431
5 8 -6.70412
5 9 9.60231
5 10 3.21364
5 11 1.8203
5 12 1.61062
5 13 0.793233
5 14 0.986642
5 15 -0.36792
5 16 -0.0947861
6 7 204.677
6 8 4.53877
6 9 -9.69139
6 10 5.71241
6 11 3.59922
6 12 -2.65464
6 13 1.09488
6 14 0.755749
6 15 0.995848
6 16 -0.205057
7 8 205.156
7 9 -21.2252
7 10 -15.3767
7 11 6.31659
7 12 -1.70041
7 13 -2.58071
7 14 1.03246
7 15 0.740724
7 16 1.05888
8 9 -205.85
8 10 -23.2192
8 11 -7.22233
8 12 -10.3885
8 13 -1.55307
8 14 -2.48783
8 15 1.92075
8 16 0.0685739
9 10 198.483
9 11 -0.492622
9 12 3.31071
9 13 9.83103
9 14 1.41038
9 15 -8.76355e-05
9 16 -2.02839
10 11 197.776
10 12 -3.49002
10 13 0.150781
10 14 9.32837
10 15 1.24389
10 16 1.35127
11 12 -189.742
11 13 -1.54634
11 14 2.807
11 15 10.5137
11 16 0.937584
12 13 204.062
12 14 2.64233
12 15 -6.70711
12 16 -11.9822
13 14 205.359
13 15 -6.66429
13 16 -6.70416
14 15 204.678
14 16 4.53888
15 16 205.157
