1 2 396.967
1 3 -0.985216
1 4 6.62145
1 5 19.6621
1 6 2.8208
1 7 -0.000173784
1 8 -4.05677
1 9 1.0676
1 10 1.86563
1 11 -0.346952
1 12 0.0970489
1 13 0.902999
1 14 0.0642538
1 15 -0.0239045
1 16 -0.448176
2 3 395.552
2 4 -6.98008
2 5 0.301491
2 6 18.6567
2 7 2.48779
2 8 2.70255
2 9 2.76336
2 10 0.939292
2 11 1.74998
2 12 0.624942
2 13 0.200662
2 14 0.933289
2 15 -0.027498
2 16 0.161989
3 4 -379.482
3 5 -3.09271
3 6 5.61413
3 7 21.0274
3 8 1.87515
3 9 -3.5278
3 10 1.98308
3 11 1.64116
3 12 -1.76555
3 13 0.266067
3 14 0.351056
3 15 0.899778
3 16 0.0372312
4 5 408.123
4 6 5.28467
4 7 -13.4143
4 8 -23.9644
4 9 2.81473
4 10 5.97551
4 11 -2.41046
4 12 0.143796
4 13 2.10903
4 14 -0.483104
4 15 -0.200142
4 16 -1.03669
5 6 410.717
5 7 -13.3286
5 8 -13.4082
5 9 19.2046
5 10 6.42729
5 11 3.6406
5 12 3.22125
5 13 1.58647
5 14 1.97328
5 15 -0.735841
5 16 -0.189572
6 7 409.354
6 8 9.07753
6 9 -19.3828
6 10 11.4248
6 11 7.19844
6 12 -5.30928
6 13 2.18977
6 14 1.5115
6 15 1.9917
6 16 -0.410115
7 8 410.313
7 9 -42.4504
7 10 -30.7535
7 11 12.6332
7 12 -3.40083
7 13 -5.16142
7 14 2.06492
7 15 1.48145
7 16 2.11777
8 9 -411.699
8 10 -46.4385
8 11 -14.4447
8 12 -20.7771
8 13 -3.10613
8 14 -4.97565
8 15 3.8415
8 16 0.137148
9 10 396.967
9 11 -0.985245
9 12 6.62142
9 13 19.6621
9 14 2.82077
9 15 -0.000175271
9 16 -4.05677
10 11 395.552
10 12 -6.98005
10 13 0.301562
10 14 18.6567
10 15 2.48778
10 16 2.70254
11 12 -379.483
11 13 -3.09269
11 14 5.61401
11 15 21.0275
11 16 1.87517
12 13 408.123
12 14 5.28466
12 15 -13.4142
12 16 -23.9644
13 14 410.718
13 15 -13.3286
13 16 -13.4083
14 15 409.357
14 16 9.07777
15 16 410.315
