1 2 198.484
1 3 -0.492608
1 4 3.31073
1 5 9.83104
1 6 1.4104
1 7 -8.68922e-05
1 8 -2.02839
1 9 0
1 10 -168.698
1 11 0.591078
1 12 -3.21456
1 13 -6.93474
1 14 -0.932154
1 15 0.0216994
1 16 1.36939
2 3 197.776
2 4 -3.49004
2 5 0.150745
2 6 9.32834
2 7 1.2439
2 8 1.35127
2 9 -164.329
2 10 0
2 11 -164.525
2 12 1.95074
2 13 -0.550959
2 14 -6.29222
2 15 -0.809501
2 16 -0.798922
3 4 -189.741
3 5 -1.54635
3 6 2.80706
3 7 10.5137
3 8 0.937575
3 9 0.611313
3 10 -168.972
3 11 0
3 12 155.967
3 13 0.880752
3 14 -2.68444
3 15 -7.33357
3 16 -0.609843
4 5 204.061
4 6 2.64233
4 7 -6.70717
4 8 -11.9822
4 9 -3.1777
4 10 2.38942
4 11 157.85
4 12 0
4 13 -170.104
4 14 -1.44767
4 15 4.9782
4 16 8.13217
5 6 205.359
5 7 -6.66431
5 8 -6.70412
5 9 -6.89443
5 10 -0.495404
5 11 0.967548
5 12 -165.543
5 13 0
5 14 -167.239
5 15 4.42626
5 16 5.713
6 7 204.677
6 8 4.53877
6 9 -1.01707
6 10 -6.91139
6 11 -2.61139
6 12 -1.4156
6 13 -171.781
6 14 0
6 15 -170.484
6 16 -2.64211
7 8 205.156
7 9 0.0794644
7 10 -0.873602
7 11 -7.42445
7 12 5.80351
7 13 4.47811
7 14 -166.018
7 15 0
7 16 -167.166
8 9 1.41826
8 10 -0.970332
8 11 -0.695416
8 12 8.08427
8 13 4.90845
8 14 -2.63804
8 15 -171.621
8 16 0
9 10 144.014
9 11 -0.63387
9 12 2.77705
9 13 4.85958
9 14 0.669671
9 15 -0.0696942
9 16 -0.958001
10 11 145.042
10 12 -1.29983
10 13 0.647634
10 14 4.65922
10 15 0.566833
10 16 0.572279
11 12 -134.691
11 13 -0.519479
11 14 2.28463
11 15 5.17448
11 16 0.450632
12 13 142.797
12 14 0.684188
12 15 -4.16166
12 16 -5.48347
13 14 144.876
13 15 -3.03972
13 16 -4.08248
14 15 143.11
14 16 1.45015
15 16 144.82
