1 2 144.014
1 3 -0.63387
1 4 2.77705
1 5 4.85958
1 6 0.669671
1 7 -0.0696942
1 8 -0.958001
2 3 145.042
2 4 -1.29983
2 5 0.647634
2 6 4.65922
2 7 0.566833
2 8 0.572279
3 4 -134.691
3 5 -0.519479
3 6 2.28463
3 7 5.17448
3 8 0.450632
4 5 142.797
4 6 0.684188
4 7 -4.16166
4 8 -5.48347
5 6 144.876
5 7 -3.03972
5 8 -4.08248
6 7 143.11
6 8 1.45015
7 8 144.82
