1 2 382.33
1 3 0.115384
1 4 4.7701
1 5 24.8271
1 6 -2.5545
1 7 1.74162
1 8 -4.22801
1 9 -0.0191125
1 10 0.607946
1 11 -1.57192
1 12 0.130728
1 13 0.411062
1 14 -0.789808
1 15 -0.0199936
1 16 -0.185696
1 17 0
1 18 -326.774
1 19 0.220479
1 20 -3.17156
1 21 -17.4157
1 22 1.88534
1 23 -1.12057
1 24 2.83989
1 25 0.0486753
1 26 -0.431004
1 27 1.1161
1 28 -0.0700186
1 29 -0.275285
1 30 0.53037
1 31 0.0161713
1 32 0.127237
2 3 381.47
2 4 5.34316
2 5 14.9583
2 6 26.0923
2 7 -1.75581
2 8 -0.856485
2 9 4.95882
2 10 -0.551625
2 11 0.881237
2 12 1.73909
2 13 -0.120275
2 14 0.393496
2 15 -0.833699
2 16 -0.110731
2 17 -317.167
2 18 0
2 19 -318.26
2 20 -3.69435
2 21 -11.5784
2 22 -17.5419
2 23 1.30566
2 24 0.487797
2 25 -3.53383
2 26 0.403577
2 27 -0.636378
2 28 -1.16981
2 29 0.0822813
2 30 -0.268511
2 31 0.581232
2 32 0.0617591
3 4 -364.839
3 5 3.20823
3 6 8.65799
3 7 23.4759
3 8 -1.7794
3 9 0.217962
3 10 5.30062
3 11 -0.297497
3 12 -0.106693
3 13 1.98326
3 14 -0.107593
3 15 0.398153
3 16 -0.739657
3 17 0.237714
3 18 -327.714
3 19 0
3 20 300.202
3 21 -2.66345
3 22 -5.88195
3 23 -16.6318
3 24 1.33592
3 25 -0.0820201
3 26 -3.88405
3 27 0.239942
3 28 0.0889917
3 29 -1.37613
3 30 0.0932431
3 31 -0.267675
3 32 0.496674
4 5 398.538
4 6 -5.45417
4 7 -3.39148
4 8 -19.2346
4 9 0.557013
4 10 0.419957
4 11 -4.42483
4 12 0.338016
4 13 0.462883
4 14 -1.79193
4 15 -0.11552
4 16 -0.179504
4 17 -3.45863
4 18 -4.28213
4 19 303.608
4 20 0
4 21 -333.711
4 22 3.99631
4 23 3.47686
4 24 12.9236
4 25 -0.30921
4 26 -0.232314
4 27 3.14124
4 28 -0.187308
4 29 -0.29044
4 30 1.19975
4 31 0.0819244
4 32 0.125787
5 6 393.815
5 7 4.56478
5 8 -2.19237
5 9 22.5901
5 10 -2.26412
5 11 3.02481
5 12 4.96945
