1 2 382.33
1 3 0.115384
1 4 4.7701
1 5 24.8271
1 6 -2.5545
1 7 1.74162
1 8 -4.22801
1 9 0.760672
1 10 1.77165
1 11 -1.44412
1 12 0.369565
1 13 0.815655
1 14 -0.775453
1 15 -0.0666813
1 16 -0.315235
2 3 381.47
2 4 5.34316
2 5 14.9583
2 6 26.0923
2 7 -1.75581
2 8 -0.856485
2 9 5.00731
2 10 -1.34895
2 11 0.756967
2 12 1.91036
2 13 -0.145208
2 14 0.361273
2 15 -0.870575
2 16 -0.156979
3 4 -364.839
3 5 3.20823
3 6 8.65799
3 7 23.4759
3 8 -1.7794
3 9 2.96158
3 10 6.85538
3 11 0.350973
3 12 -0.207489
3 13 2.61442
3 14 0.00765857
3 15 0.718415
3 16 -0.904779
4 5 398.538
4 6 -5.45417
4 7 -3.39148
4 8 -19.2346
4 9 2.2474
4 10 4.32064
4 11 -4.46202
4 12 0.861064
4 13 1.09606
4 14 -1.89117
4 15 -0.322433
4 16 -0.289771
5 6 393.815
5 7 4.56478
5 8 -2.19237
5 9 25.3322
5 10 -3.9774
5 11 2.56811
5 12 5.61193
5 13 -0.126664
5 14 0.786481
5 15 -1.9412
5 16 -0.341317
6 7 397.831
6 8 -8.33011
6 9 42.3763
6 10 38.9349
6 11 1.1885
6 12 -1.42753
6 13 8.20871
6 14 -0.436314
6 15 1.88688
6 16 -2.07599
7 8 394.612
7 9 3.24007
7 10 -51.9489
7 11 30.6859
7 12 0.814737
7 13 -1.42785
7 14 7.13414
7 15 0.0450355
7 16 -0.0823813
8 9 -422.285
8 10 -32.9743
8 11 6.91839
8 12 -20.0339
8 13 -3.88354
8 14 0.994196
8 15 3.99247
8 16 1.225
9 10 382.329
9 11 0.115263
9 12 4.77013
9 13 24.827
9 14 -2.55447
9 15 1.74164
9 16 -4.22805
10 11 381.47
10 12 5.34319
10 13 14.9584
10 14 26.0923
10 15 -1.7556
10 16 -0.856435
11 12 -364.84
11 13 3.20785
11 14 8.65681
11 15 23.4759
11 16 -1.77934
12 13 398.539
12 14 -5.45333
12 15 -3.39109
12 16 -19.2349
13 14 393.816
13 15 4.56533
13 16 -2.19231
14 15 397.833
14 16 -8.33023
15 16 394.613
